x,y,z,RSSI,time,label
8.5,7.5,4.5,-90.12817925,6,0
8.5,8,4.5,-99.83175427,6,0
8.5,8.5,4.5,-88.33981983,6,0
8.5,9,4.5,-92.4965747,6,0
8.5,9.5,4.5,-96.01780952,6,0
8.5,10,4.5,-92.69202112,6,0
9,0,4.5,-91.55157126,6,0
9,0.5,4.5,-90.75306035,6,0
9,1,4.5,-90.31856823,6,0
9,1.5,4.5,-85.56487967,6,0
9,2,4.5,-87.61708525,6,0
9,2.5,4.5,-87.45603645,6,0
9,3,4.5,-94.2227591,6,0
9,3.5,4.5,-90.44276271,6,0
9,4,4.5,-89.35890095,6,0
9,4.5,4.5,-88.80780015,6,0
9,5,4.5,-86.77800357,6,0
9,5.5,4.5,-99.0482098,6,0
9,6,4.5,-90.86758615,6,0
9,6.5,4.5,-89.48583914,6,0
9,7,4.5,-88.34035313,6,0
9,7.5,4.5,-86.10764598,6,0
9,8,4.5,-92.55547581,6,0
9,8.5,4.5,-94.7646606,6,0
9,9,4.5,-104.0153091,6,0
9,9.5,4.5,-92.89971513,6,0
9,10,4.5,-99.28822018,6,0
9.5,0,4.5,-94.61279821,6,0
9.5,0.5,4.5,-93.1912365,6,0
9.5,1,4.5,-95.93192645,6,0
9.5,1.5,4.5,-96.08770899,6,0
9.5,2,4.5,-93.20816183,6,0
9.5,2.5,4.5,-95.97532334,6,0
9.5,3,4.5,-90.78121248,6,0
9.5,3.5,4.5,-89.3626689,6,0
9.5,4,4.5,-95.17290983,6,0
9.5,4.5,4.5,-91.86163216,6,0
9.5,5,4.5,-93.26167314,6,0
9.5,5.5,4.5,-89.62569057,6,0
9.5,6,4.5,-92.38983147,6,0
9.5,6.5,4.5,-91.89078451,6,0
9.5,7,4.5,-91.55480075,6,0
9.5,7.5,4.5,-91.68476075,6,0
9.5,8,4.5,-92.38374918,6,0
9.5,8.5,4.5,-88.36447639,6,0
9.5,9,4.5,-96.97904204,6,0
9.5,9.5,4.5,-88.98729641,6,0
9.5,10,4.5,-97.04146924,6,0
10,0,4.5,-91.64399397,6,0
10,0.5,4.5,-100.0508142,6,0
10,1,4.5,-100.1664343,6,0
10,1.5,4.5,-91.36579396,6,0
10,2,4.5,-90.08651034,6,0
10,2.5,4.5,-95.05534791,6,0
10,3,4.5,-92.48057851,6,0
10,3.5,4.5,-97.67644983,6,0
10,4,4.5,-88.92473038,6,0
10,4.5,4.5,-92.50037433,6,0
10,5,4.5,-90.18950562,6,0
10,5.5,4.5,-92.08952083,6,0
10,6,4.5,-90.93351915,6,0
10,6.5,4.5,-87.08015473,6,0
10,7,4.5,-97.42646221,6,0
10,7.5,4.5,-88.24933524,6,0
10,8,4.5,-102.3515742,6,0
10,8.5,4.5,-96.8151026,6,0
10,9,4.5,-89.96774863,6,0
10,9.5,4.5,-95.91498126,6,0
10,10,4.5,-90.39744088,6,0
0,0,5,-97.16821597,6,1
0,0.5,5,-96.90626013,6,1
0,1,5,-92.28377211,6,1
0,1.5,5,-103.3114496,6,1
0,2,5,-94.53586494,6,1
0,2.5,5,-94.89558043,6,0
0,3,5,-98.13736956,6,0
0,3.5,5,-90.98176499,6,0
0,4,5,-89.61641132,6,0
0,4.5,5,-90.85660954,6,0
0,5,5,-91.51320124,6,0
0,5.5,5,-94.82243698,6,0
0,6,5,-84.88132847,6,0
0,6.5,5,-91.37794289,6,0
0,7,5,-89.84660649,6,0
0,7.5,5,-87.09967582,6,0
0,8,5,-88.72424609,6,0
0,8.5,5,-92.62392464,6,0
0,9,5,-90.14941962,6,0
0,9.5,5,-96.64458894,6,0
0,10,5,-102.4756989,6,0
0.5,0,5,-99.88834092,6,1
0.5,0.5,5,-100.9200248,6,0
0.5,1,5,-93.25152882,6,0
0.5,1.5,5,-98.18496335,6,0
0.5,2,5,-88.01167739,6,1
0.5,2.5,5,-90.95882105,6,0
0.5,3,5,-86.26079145,6,0
0.5,3.5,5,-89.41884404,6,0
0.5,4,5,-94.39809657,6,0
0.5,4.5,5,-86.03324676,6,0
0.5,5,5,-84.42673463,6,0
0.5,5.5,5,-88.29070788,6,0
0.5,6,5,-98.03112484,6,0
0.5,6.5,5,-88.78810682,6,0
0.5,7,5,-90.77691065,6,0
0.5,7.5,5,-92.78133007,6,0
0.5,8,5,-93.19798924,6,0
0.5,8.5,5,-95.00995162,6,0
0.5,9,5,-97.74892146,6,0
0.5,9.5,5,-97.62680207,6,0
0.5,10,5,-91.96708114,6,0
1,0,5,-100.7630818,6,1
1,0.5,5,-97.52344636,6,0
1,1,5,-103.5884673,6,0
1,1.5,5,-96.81945619,6,0
1,2,5,-93.46056424,6,1
1,2.5,5,-95.45458407,6,0
1,3,5,-92.68985297,6,0
1,3.5,5,-96.06081661,6,0
1,4,5,-85.38488201,6,0
1,4.5,5,-81.8835161,6,0
1,5,5,-84.6433185,6,0
1,5.5,5,-89.71394481,6,0
1,6,5,-91.75452395,6,0
1,6.5,5,-90.89289755,6,0
1,7,5,-94.1599755,6,0
1,7.5,5,-86.91096071,6,0
1,8,5,-93.35644268,6,0
1,8.5,5,-93.92242936,6,0
1,9,5,-93.03729556,6,0
1,9.5,5,-95.27522694,6,0
1,10,5,-103.0867148,6,0
1.5,0,5,-93.88055512,6,1
1.5,0.5,5,-96.24412977,6,0
1.5,1,5,-96.42856057,6,0
1.5,1.5,5,-104.7892016,6,0
1.5,2,5,-99.47927308,6,1
1.5,2.5,5,-97.01324175,6,0
1.5,3,5,-89.339612,6,0
1.5,3.5,5,-95.97161197,6,0
1.5,4,5,-89.07031327,6,0
1.5,4.5,5,-91.70709823,6,0
1.5,5,5,-91.69050791,6,0
1.5,5.5,5,-92.69134172,6,0
1.5,6,5,-85.46176736,6,0
1.5,6.5,5,-93.09697847,6,0
1.5,7,5,-89.22744426,6,0
1.5,7.5,5,-90.0890785,6,0
1.5,8,5,-101.2182161,6,0
1.5,8.5,5,-91.49477424,6,0
1.5,9,5,-92.2044137,6,0
1.5,9.5,5,-94.99452666,6,0
1.5,10,5,-94.76694167,6,0
2,0,5,-103.6180092,6,1
2,0.5,5,-99.48446747,6,1
2,1,5,-97.27162652,6,1
2,1.5,5,-100.3345924,6,1
2,2,5,-95.55204124,6,1
2,2.5,5,-91.75863911,6,0
2,3,5,-84.42671812,6,0
2,3.5,5,-94.77473263,6,0
2,4,5,-92.18179624,6,0
2,4.5,5,-91.24995762,6,0
2,5,5,-81.12639112,6,0
2,5.5,5,-90.68944876,6,0
2,6,5,-86.14248867,6,0
2,6.5,5,-97.28639427,6,0
2,7,5,-91.54697681,6,0
2,7.5,5,-89.03057753,6,0
2,8,5,-95.21295053,6,0
2,8.5,5,-91.0047971,6,0
2,9,5,-89.79099388,6,0
2,9.5,5,-98.59056611,6,0
2,10,5,-91.83359195,6,0
2.5,0,5,-93.79288276,6,0
2.5,0.5,5,-94.52900677,6,0
2.5,1,5,-91.76232159,6,0
2.5,1.5,5,-82.29601257,6,0
2.5,2,5,-95.72252382,6,0
2.5,2.5,5,-90.29341596,6,0
2.5,3,5,-89.66780601,6,0
2.5,3.5,5,-93.3354044,6,0
2.5,4,5,-84.02370203,6,0
2.5,4.5,5,-94.24721848,6,0
2.5,5,5,-101.3391116,6,0
2.5,5.5,5,-86.19461778,6,0
2.5,6,5,-93.99075077,6,0
2.5,6.5,5,-88.95172238,6,0
2.5,7,5,-93.09319543,6,0
2.5,7.5,5,-92.27530595,6,0
2.5,8,5,-91.43268887,6,0
2.5,8.5,5,-89.26952012,6,0
2.5,9,5,-93.23745884,6,0
2.5,9.5,5,-90.43252704,6,0
2.5,10,5,-89.33919063,6,0
3,0,5,-93.19413083,6,0
3,0.5,5,-90.43495685,6,0
3,1,5,-94.0459006,6,0
3,1.5,5,-96.18414989,6,0
3,2,5,-90.18730382,6,0
3,2.5,5,-86.44597375,6,0
3,3,5,-88.21180425,6,0
3,3.5,5,-92.41291522,6,0
3,4,5,-88.61882168,6,0
3,4.5,5,-89.62792516,6,0
3,5,5,-89.02128344,6,0
3,5.5,5,-93.55323642,6,0
3,6,5,-97.33435125,6,0
3,6.5,5,-91.47128396,6,0
3,7,5,-98.79073098,6,0
3,7.5,5,-94.42538164,6,0
3,8,5,-86.21481507,6,0
3,8.5,5,-80.67878479,6,0
3,9,5,-86.12828388,6,0
3,9.5,5,-91.15055017,6,0
3,10,5,-94.2149558,6,0
3.5,0,5,-92.35072713,6,0
3.5,0.5,5,-91.11498532,6,0
3.5,1,5,-91.68783089,6,0
3.5,1.5,5,-96.09600271,6,0
3.5,2,5,-91.06244037,6,0
3.5,2.5,5,-93.66852379,6,0
3.5,3,5,-90.18460687,6,0
3.5,3.5,5,-86.79611481,6,0
3.5,4,5,-84.31785516,6,0
3.5,4.5,5,-88.27689265,6,0
3.5,5,5,-82.08476543,6,0
3.5,5.5,5,-91.40400761,6,0
3.5,6,5,-88.83596505,6,0
3.5,6.5,5,-87.23824834,6,0
3.5,7,5,-88.86468892,6,0
3.5,7.5,5,-87.61607158,6,0
3.5,8,5,-83.490898,6,0
3.5,8.5,5,-93.65067956,6,0
3.5,9,5,-98.18962027,6,0
3.5,9.5,5,-95.03587229,6,0
3.5,10,5,-95.41176446,6,0
4,0,5,-92.11750468,6,0
4,0.5,5,-90.48278178,6,0
4,1,5,-90.88694612,6,0
4,1.5,5,-92.45517742,6,0
4,2,5,-89.53321603,6,0
4,2.5,5,-90.70379152,6,0
4,3,5,-83.69480088,6,0
4,3.5,5,-87.85059796,6,0
4,4,5,-84.92800224,6,0
4,4.5,5,-88.0458967,6,0
4,5,5,-91.22467606,6,0
4,5.5,5,-86.08396693,6,0
4,6,5,-90.22546431,6,0
4,6.5,5,-89.94401844,6,0
4,7,5,-89.40384955,6,0
4,7.5,5,-89.16815671,6,0
4,8,5,-95.87960708,6,0
4,8.5,5,-93.50072081,6,0
4,9,5,-97.92793494,6,0
4,9.5,5,-92.53236718,6,0
4,10,5,-87.9913636,6,0
4.5,0,5,-94.28721122,6,0
4.5,0.5,5,-97.48367681,6,0
4.5,1,5,-88.77023813,6,0
4.5,1.5,5,-87.19920018,6,0
4.5,2,5,-91.71447,6,0
4.5,2.5,5,-87.3192669,6,0
4.5,3,5,-90.41252495,6,0
4.5,3.5,5,-96.01899334,6,0
4.5,4,5,-91.64880775,6,0
4.5,4.5,5,-93.79328678,6,0
4.5,5,5,-81.90720769,6,0
4.5,5.5,5,-87.14478368,6,0
4.5,6,5,-86.30793737,6,0
4.5,6.5,5,-84.71606653,6,0
4.5,7,5,-83.1129464,6,0
4.5,7.5,5,-86.54787018,6,0
4.5,8,5,-94.93264346,6,0
4.5,8.5,5,-88.49158026,6,0
4.5,9,5,-85.77391508,6,0
4.5,9.5,5,-90.5246555,6,0
4.5,10,5,-90.71524431,6,0
5,0,5,-97.88705184,6,0
5,0.5,5,-96.78279469,6,0
5,1,5,-90.89484568,6,0
5,1.5,5,-87.98213141,6,0
5,2,5,-78.46151382,6,0
5,2.5,5,-92.57278051,6,0
5,3,5,-83.19365928,6,0
5,3.5,5,-91.02002923,6,0
5,4,5,-87.04374131,6,0
5,4.5,5,-89.2928237,6,0
5,5,5,-87.28651499,6,0
5,5.5,5,-87.15769937,6,0
5,6,5,-82.27712008,6,0
5,6.5,5,-84.35947707,6,0
5,7,5,-89.48953407,6,0
5,7.5,5,-92.87843052,6,0
5,8,5,-88.05422444,6,0
5,8.5,5,-91.51685028,6,0
5,9,5,-88.54415609,6,0
5,9.5,5,-91.7987715,6,0
5,10,5,-90.39209845,6,0
5.5,0,5,-96.57415521,6,0
5.5,0.5,5,-85.11807429,6,0
5.5,1,5,-94.14056115,6,0
5.5,1.5,5,-91.39014846,6,0
5.5,2,5,-94.63463493,6,0
5.5,2.5,5,-87.36544445,6,0
5.5,3,5,-94.92491568,6,0
5.5,3.5,5,-85.34641334,6,0
5.5,4,5,-88.18871651,6,0
5.5,4.5,5,-89.87307041,6,0
5.5,5,5,-84.9806098,6,0
5.5,5.5,5,-82.6161796,6,0
5.5,6,5,-94.11059667,6,0
5.5,6.5,5,-95.67270876,6,0
5.5,7,5,-84.87278889,6,0
5.5,7.5,5,-86.65331187,6,0
5.5,8,5,-95.39568556,6,0
5.5,8.5,5,-101.2597702,6,0
5.5,9,5,-88.48179083,6,0
5.5,9.5,5,-94.88736371,6,0
5.5,10,5,-102.05471,6,0
6,0,5,-94.82358248,6,0
6,0.5,5,-84.09120801,6,0
6,1,5,-93.57952321,6,0
6,1.5,5,-85.05431261,6,0
6,2,5,-86.75285387,6,0
6,2.5,5,-84.08980175,6,0
6,3,5,-94.18063122,6,0
6,3.5,5,-91.16008187,6,0
6,4,5,-90.37470515,6,0
6,4.5,5,-86.74661408,6,0
6,5,5,-85.40993931,6,0
6,5.5,5,-89.30889567,6,0
6,6,5,-88.40227944,6,0
6,6.5,5,-90.80374777,6,0
6,7,5,-90.40670053,6,0
6,7.5,5,-81.78479781,6,0
6,8,5,-83.91470993,6,0
6,8.5,5,-90.0297758,6,0
6,9,5,-86.05156991,6,0
6,9.5,5,-94.96696676,6,0
6,10,5,-94.46138803,6,0
6.5,0,5,-93.59175799,6,0
6.5,0.5,5,-89.50983968,6,0
6.5,1,5,-89.1472066,6,0
6.5,1.5,5,-82.25661816,6,0
6.5,2,5,-89.19982161,6,0
6.5,2.5,5,-98.15324266,6,0
6.5,3,5,-87.02901631,6,0
6.5,3.5,5,-86.58515876,6,0
6.5,4,5,-84.56630595,6,0
6.5,4.5,5,-93.31909902,6,0
6.5,5,5,-81.78455527,6,0
6.5,5.5,5,-89.7043241,6,0
6.5,6,5,-90.539685,6,0
6.5,6.5,5,-92.97622526,6,0
6.5,7,5,-97.32834505,6,0
6.5,7.5,5,-92.12105853,6,0
6.5,8,5,-85.57475906,6,0
6.5,8.5,5,-101.5346931,6,0
6.5,9,5,-91.63451028,6,0
6.5,9.5,5,-84.66217724,6,0
6.5,10,5,-96.75421739,6,0
7,0,5,-95.28876031,6,0
7,0.5,5,-93.02884136,6,0
7,1,5,-94.19638063,6,0
7,1.5,5,-92.82249218,6,0
7,2,5,-94.40651983,6,0
7,2.5,5,-87.96240162,6,0
7,3,5,-91.26252648,6,0
7,3.5,5,-89.4994796,6,0
7,4,5,-86.10551297,6,0
7,4.5,5,-94.20924496,6,0
7,5,5,-84.13585999,6,0
7,5.5,5,-90.79964285,6,0
7,6,5,-89.42663669,6,0
7,6.5,5,-79.97835342,6,0
7,7,5,-89.63461105,6,0
7,7.5,5,-91.85289914,6,0
7,8,5,-88.87066868,6,0
7,8.5,5,-84.20858483,6,0
7,9,5,-82.82305298,6,0
7,9.5,5,-91.30818299,6,0
7,10,5,-97.18867788,6,0
7.5,0,5,-91.88558278,6,0
7.5,0.5,5,-94.38650719,6,0
7.5,1,5,-87.91211017,6,0
7.5,1.5,5,-89.37802128,6,0
7.5,2,5,-96.62866873,6,0
7.5,2.5,5,-87.92972201,6,0
7.5,3,5,-88.98511104,6,0
7.5,3.5,5,-89.0604396,6,0
7.5,4,5,-93.60106339,6,0
7.5,4.5,5,-103.9598303,6,0
7.5,5,5,-80.45433982,6,0
7.5,5.5,5,-88.45536906,6,0
7.5,6,5,-97.36610596,6,0
7.5,6.5,5,-81.91258713,6,0
7.5,7,5,-87.22577968,6,0
7.5,7.5,5,-89.49856225,6,0
7.5,8,5,-85.87122487,6,0
7.5,8.5,5,-93.68662023,6,0
7.5,9,5,-90.44148885,6,0
7.5,9.5,5,-93.25345109,6,0
7.5,10,5,-96.21734603,6,0
8,0,5,-88.57937223,6,0
8,0.5,5,-92.70107302,6,0
8,1,5,-96.92127868,6,0
8,1.5,5,-95.44110376,6,0
8,2,5,-93.85094558,6,0
8,2.5,5,-90.6428851,6,0
8,3,5,-95.40352807,6,0
8,3.5,5,-92.26600574,6,0
8,4,5,-92.92107314,6,0
8,4.5,5,-87.73841264,6,0
8,5,5,-89.59692336,6,0
8,5.5,5,-84.74991705,6,0
8,6,5,-90.00836512,6,0
8,6.5,5,-92.5840458,6,0
8,7,5,-90.78011589,6,0
8,7.5,5,-87.02985457,6,0
8,8,5,-88.98557876,6,0
8,8.5,5,-94.11017078,6,0
8,9,5,-93.96327204,6,0
8,9.5,5,-88.97804866,6,0
8,10,5,-98.12357998,6,0
8.5,0,5,-92.03252385,6,0
8.5,0.5,5,-93.59348709,6,0
8.5,1,5,-95.33579159,6,0
8.5,1.5,5,-89.01376413,6,0
8.5,2,5,-91.32409746,6,0
8.5,2.5,5,-81.71642103,6,0
8.5,3,5,-95.23234758,6,0
8.5,3.5,5,-101.6080806,6,0
8.5,4,5,-87.36710036,6,0
8.5,4.5,5,-88.60259378,6,0
8.5,5,5,-87.3727348,6,0
8.5,5.5,5,-86.20133108,6,0
8.5,6,5,-88.04778524,6,0
8.5,6.5,5,-88.78083758,6,0
8.5,7,5,-94.14822835,6,0
8.5,7.5,5,-91.14629459,6,0
8.5,8,5,-90.14358802,6,0
8.5,8.5,5,-93.98570753,6,0
8.5,9,5,-88.1779456,6,0
8.5,9.5,5,-84.75604867,6,0
8.5,10,5,-91.24197799,6,0
9,0,5,-94.94751977,6,0
9,0.5,5,-90.12102739,6,0
9,1,5,-94.38091951,6,0
9,1.5,5,-95.70043854,6,0
9,2,5,-93.64268694,6,0
9,2.5,5,-90.08733134,6,0
9,3,5,-89.11150007,6,0
9,3.5,5,-92.31790342,6,0
9,4,5,-92.18800187,6,0
9,4.5,5,-88.65999149,6,0
9,5,5,-93.21086243,6,0
9,5.5,5,-85.2726474,6,0
9,6,5,-93.2567377,6,0
9,6.5,5,-86.53471587,6,0
9,7,5,-89.14602882,6,0
9,7.5,5,-89.98862894,6,0
9,8,5,-91.79277331,6,0
9,8.5,5,-93.74616743,6,0
9,9,5,-92.53414455,6,0
9,9.5,5,-91.17185519,6,0
9,10,5,-91.32665415,6,0
9.5,0,5,-91.00250051,6,0
9.5,0.5,5,-89.50736625,6,0
9.5,1,5,-90.82110671,6,0
9.5,1.5,5,-92.9258807,6,0
9.5,2,5,-97.55552547,6,0
9.5,2.5,5,-92.50761684,6,0
9.5,3,5,-81.51062216,6,0
9.5,3.5,5,-89.12339356,6,0
9.5,4,5,-92.00539941,6,0
9.5,4.5,5,-100.2249558,6,0
9.5,5,5,-88.10469093,6,0
9.5,5.5,5,-93.65378442,6,0
9.5,6,5,-99.27629,6,0
9.5,6.5,5,-93.22495089,6,0
9.5,7,5,-92.62704679,6,0
9.5,7.5,5,-97.28058707,6,0
9.5,8,5,-89.59009347,6,0
9.5,8.5,5,-90.00904243,6,0
9.5,9,5,-86.99748288,6,0
9.5,9.5,5,-88.72401986,6,0
9.5,10,5,-84.70510732,6,0
10,0,5,-91.23665051,6,0
10,0.5,5,-95.32127479,6,0
10,1,5,-99.83841604,6,0
10,1.5,5,-96.34849998,6,0
10,2,5,-91.96922278,6,0
10,2.5,5,-89.20640281,6,0
10,3,5,-89.88475821,6,0
10,3.5,5,-95.50806716,6,0
10,4,5,-93.68826742,6,0
10,4.5,5,-88.63866741,6,0
10,5,5,-99.14961709,6,0
10,5.5,5,-95.7658384,6,0
10,6,5,-81.32884641,6,0
10,6.5,5,-90.64028423,6,0
10,7,5,-90.01799093,6,0
10,7.5,5,-94.66069211,6,0
10,8,5,-94.37051433,6,0
10,8.5,5,-91.43727921,6,0
10,9,5,-99.47209371,6,0
10,9.5,5,-97.5945062,6,0
10,10,5,-91.31221716,6,0
0,0,5.5,-113.3778282,6,1
0,0.5,5.5,-98.91336233,6,1
0,1,5.5,-99.87592044,6,1
0,1.5,5.5,-98.36548968,6,1
0,2,5.5,-95.69874287,6,1
0,2.5,5.5,-91.62564292,6,0
0,3,5.5,-90.12072915,6,0
0,3.5,5.5,-93.75235796,6,0
0,4,5.5,-94.61750331,6,0
0,4.5,5.5,-93.47764681,6,0
0,5,5.5,-96.04131333,6,0
0,5.5,5.5,-89.87876855,6,0
0,6,5.5,-93.32144913,6,0
0,6.5,5.5,-94.53966579,6,0
0,7,5.5,-86.94833728,6,0
0,7.5,5.5,-95.95271987,6,0
0,8,5.5,-95.63053641,6,0
0,8.5,5.5,-90.88498767,6,0
0,9,5.5,-101.910684,6,0
0,9.5,5.5,-93.58783135,6,0
0,10,5.5,-102.4193199,6,0
0.5,0,5.5,-110.1541148,6,1
0.5,0.5,5.5,-98.86400345,6,0
0.5,1,5.5,-103.9336084,6,0
0.5,1.5,5.5,-99.96444484,6,0
0.5,2,5.5,-97.99006629,6,1
0.5,2.5,5.5,-91.13436385,6,0
0.5,3,5.5,-92.90461935,6,0
0.5,3.5,5.5,-90.79565815,6,0
0.5,4,5.5,-94.1082232,6,0
0.5,4.5,5.5,-91.49265667,6,0
0.5,5,5.5,-89.37393013,6,0
0.5,5.5,5.5,-82.47121868,6,0
0.5,6,5.5,-90.82135897,6,0
0.5,6.5,5.5,-98.83608088,6,0
0.5,7,5.5,-85.02349824,6,0
0.5,7.5,5.5,-94.76895796,6,0
0.5,8,5.5,-96.04595904,6,0
0.5,8.5,5.5,-89.14986436,6,0
0.5,9,5.5,-94.09100334,6,0
0.5,9.5,5.5,-94.46652753,6,0
0.5,10,5.5,-92.98666579,6,0
1,0,5.5,-97.92745151,6,1
1,0.5,5.5,-100.2698157,6,0
1,1,5.5,-100.1079374,6,0
1,1.5,5.5,-102.7557904,6,0
1,2,5.5,-98.9968035,6,1
1,2.5,5.5,-90.01164852,6,0
1,3,5.5,-94.4598579,6,0
1,3.5,5.5,-94.39655353,6,0
1,4,5.5,-92.42813601,6,0
1,4.5,5.5,-93.68973528,6,0
1,5,5.5,-86.0872437,6,0
1,5.5,5.5,-94.5975502,6,0
1,6,5.5,-86.21569949,6,0
1,6.5,5.5,-94.22752596,6,0
1,7,5.5,-93.49692317,6,0
1,7.5,5.5,-90.22879813,6,0
1,8,5.5,-95.79447705,6,0
1,8.5,5.5,-90.01407151,6,0
1,9,5.5,-92.52579737,6,0
1,9.5,5.5,-102.7753105,6,0
1,10,5.5,-94.43392196,6,0
1.5,0,5.5,-93.81502966,6,1
1.5,0.5,5.5,-109.4119326,6,0
1.5,1,5.5,-101.1481497,6,0
1.5,1.5,5.5,-92.82875056,6,0
1.5,2,5.5,-100.9847905,6,1
1.5,2.5,5.5,-91.00070267,6,0
1.5,3,5.5,-94.12087103,6,0
1.5,3.5,5.5,-95.98613787,6,0
1.5,4,5.5,-98.49838726,6,0
1.5,4.5,5.5,-94.35811562,6,0
1.5,5,5.5,-95.25475725,6,0
1.5,5.5,5.5,-93.80288901,6,0
1.5,6,5.5,-87.47438244,6,0
1.5,6.5,5.5,-92.61463005,6,0
1.5,7,5.5,-92.47908432,6,0
1.5,7.5,5.5,-93.81955135,6,0
1.5,8,5.5,-93.98465684,6,0
1.5,8.5,5.5,-91.93544589,6,0
1.5,9,5.5,-95.84027394,6,0
1.5,9.5,5.5,-96.09276521,6,0
1.5,10,5.5,-85.04285548,6,0
2,0,5.5,-105.9027056,6,1
2,0.5,5.5,-103.3245584,6,1
2,1,5.5,-97.25083935,6,1
2,1.5,5.5,-100.6394764,6,1
2,2,5.5,-92.55284171,6,1
2,2.5,5.5,-90.29686701,6,0
2,3,5.5,-93.91089099,6,0
2,3.5,5.5,-92.17807346,6,0
2,4,5.5,-95.70111847,6,0
2,4.5,5.5,-88.86690237,6,0
2,5,5.5,-95.24557066,6,0
2,5.5,5.5,-95.43870409,6,0
2,6,5.5,-90.28042089,6,0
2,6.5,5.5,-87.24387693,6,0
2,7,5.5,-83.71655746,6,0
2,7.5,5.5,-88.41052064,6,0
2,8,5.5,-93.48835074,6,0
2,8.5,5.5,-94.63350374,6,0
2,9,5.5,-94.95201745,6,0
2,9.5,5.5,-94.92930733,6,0
2,10,5.5,-98.06898665,6,0
2.5,0,5.5,-91.05691868,6,0
2.5,0.5,5.5,-89.4486085,6,0
2.5,1,5.5,-89.86550225,6,0
2.5,1.5,5.5,-87.05900733,6,0
2.5,2,5.5,-97.36233101,6,0
2.5,2.5,5.5,-86.59682832,6,0
2.5,3,5.5,-90.31309133,6,0
2.5,3.5,5.5,-93.97812908,6,0
2.5,4,5.5,-82.74433897,6,0
2.5,4.5,5.5,-89.02388001,6,0
2.5,5,5.5,-84.97714939,6,0
2.5,5.5,5.5,-82.32576197,6,0
2.5,6,5.5,-91.53149145,6,0
2.5,6.5,5.5,-89.06400546,6,0
2.5,7,5.5,-83.70377453,6,0
2.5,7.5,5.5,-86.65071287,6,0
2.5,8,5.5,-95.33355519,6,0
2.5,8.5,5.5,-97.02100159,6,0
2.5,9,5.5,-92.08733908,6,0
2.5,9.5,5.5,-97.63500773,6,0
2.5,10,5.5,-98.31135882,6,0
3,0,5.5,-86.8393363,6,0
3,0.5,5.5,-100.0151612,6,0
3,1,5.5,-90.66187787,6,0
3,1.5,5.5,-89.4890765,6,0
3,2,5.5,-90.20683069,6,0
3,2.5,5.5,-86.53992223,6,0
3,3,5.5,-86.37811185,6,0
3,3.5,5.5,-94.47729463,6,0
3,4,5.5,-88.73274392,6,0
3,4.5,5.5,-89.51232546,6,0
3,5,5.5,-90.51675827,6,0
3,5.5,5.5,-89.3445533,6,0
3,6,5.5,-92.10814913,6,0
3,6.5,5.5,-92.69386589,6,0
3,7,5.5,-99.23539216,6,0
3,7.5,5.5,-90.89498599,6,0
3,8,5.5,-89.66177213,6,0
3,8.5,5.5,-96.27686174,6,0
3,9,5.5,-86.36494997,6,0
3,9.5,5.5,-92.92763413,6,0
3,10,5.5,-90.38695991,6,0
3.5,0,5.5,-91.64312824,6,0
3.5,0.5,5.5,-94.44066118,6,0
3.5,1,5.5,-88.98529281,6,0
3.5,1.5,5.5,-90.02672592,6,0
3.5,2,5.5,-91.93591016,6,0
3.5,2.5,5.5,-91.65300211,6,0
3.5,3,5.5,-87.45236373,6,0
3.5,3.5,5.5,-87.28159349,6,0
3.5,4,5.5,-85.14081468,6,0
3.5,4.5,5.5,-87.14416913,6,0
3.5,5,5.5,-86.57765249,6,0
3.5,5.5,5.5,-90.34225791,6,0
3.5,6,5.5,-86.26839836,6,0
3.5,6.5,5.5,-93.32777306,6,0
3.5,7,5.5,-91.11252976,6,0
3.5,7.5,5.5,-91.19551369,6,0
3.5,8,5.5,-98.23753164,6,0
3.5,8.5,5.5,-93.96198423,6,0
3.5,9,5.5,-92.53266112,6,0
3.5,9.5,5.5,-85.49245265,6,0
3.5,10,5.5,-95.10694542,6,0
4,0,5.5,-100.0585192,6,0
4,0.5,5.5,-89.87169873,6,0
4,1,5.5,-93.37803872,6,0
4,1.5,5.5,-95.52026106,6,0
4,2,5.5,-91.44010739,6,0
4,2.5,5.5,-98.64429092,6,0
4,3,5.5,-93.11486045,6,0
4,3.5,5.5,-95.49563857,6,0
4,4,5.5,-90.5745807,6,0
4,4.5,5.5,-92.70255217,6,0
4,5,5.5,-87.08919024,6,0
4,5.5,5.5,-97.29330189,6,0
4,6,5.5,-91.26926711,6,0
4,6.5,5.5,-77.30347131,6,0
4,7,5.5,-85.24770284,6,0
4,7.5,5.5,-96.70430635,6,0
4,8,5.5,-86.38788057,6,0
4,8.5,5.5,-88.81626911,6,0
4,9,5.5,-90.81915144,6,0
4,9.5,5.5,-89.3769564,6,0
4,10,5.5,-94.50341743,6,0
4.5,0,5.5,-94.30327042,6,0
4.5,0.5,5.5,-91.51488824,6,0
4.5,1,5.5,-90.18283126,6,0
4.5,1.5,5.5,-96.84715924,6,0
4.5,2,5.5,-87.45345692,6,0
4.5,2.5,5.5,-79.85575586,6,0
4.5,3,5.5,-97.7817827,6,0
4.5,3.5,5.5,-87.87244364,6,0
4.5,4,5.5,-82.63166153,6,0
4.5,4.5,5.5,-88.23922791,6,0
4.5,5,5.5,-87.6917366,6,0
4.5,5.5,5.5,-89.84518074,6,0
4.5,6,5.5,-90.97472185,6,0
