x,y,z,RSSI,time,label
1,6.5,0,-86.04095109,1,0
1,7,0,-94.83886744,1,0
1,7.5,0,-81.5578288,1,0
1,8,0,-88.5830404,1,0
1,8.5,0,-92.0591431,1,0
1,9,0,-85.03532814,1,0
1,9.5,0,-93.63217365,1,0
1,10,0,-89.80805353,1,0
1.5,0,0,-91.16215263,1,0
1.5,0.5,0,-97.98491404,1,0
1.5,1,0,-96.51099982,1,0
1.5,1.5,0,-94.28023839,1,1
1.5,2,0,-89.23176734,1,1
1.5,2.5,0,-90.05586306,1,0
1.5,3,0,-83.31895244,1,0
1.5,3.5,0,-94.5868185,1,0
1.5,4,0,-87.40583403,1,0
1.5,4.5,0,-84.89338683,1,0
1.5,5,0,-85.83325338,1,0
1.5,5.5,0,-80.39873696,1,0
1.5,6,0,-89.02728392,1,0
1.5,6.5,0,-84.39678851,1,0
1.5,7,0,-86.74550591,1,0
1.5,7.5,0,-87.07512175,1,0
1.5,8,0,-93.53589388,1,0
1.5,8.5,0,-92.25070571,1,0
1.5,9,0,-86.76165751,1,0
1.5,9.5,0,-91.54382423,1,0
1.5,10,0,-82.77523314,1,0
2,0,0,-85.00632602,1,0
2,0.5,0,-88.91308284,1,0
2,1,0,-91.70609947,1,0
2,1.5,0,-84.53834692,1,1
2,2,0,-86.31836619,1,1
2,2.5,0,-83.73001964,1,0
2,3,0,-92.04117798,1,0
2,3.5,0,-88.19554068,1,0
2,4,0,-79.83843896,1,0
2,4.5,0,-79.9994368,1,0
2,5,0,-82.73011204,1,0
2,5.5,0,-84.78455897,1,0
2,6,0,-83.02780039,1,0
2,6.5,0,-86.48956074,1,0
2,7,0,-84.95808862,1,0
2,7.5,0,-84.01114558,1,0
2,8,0,-91.50593604,1,0
2,8.5,0,-86.63956182,1,0
2,9,0,-89.57392051,1,0
2,9.5,0,-87.32495337,1,0
2,10,0,-92.73801254,1,0
2.5,0,0,-89.61938154,1,0
2.5,0.5,0,-85.9603236,1,0
2.5,1,0,-86.42301697,1,0
2.5,1.5,0,-84.62054216,1,0
2.5,2,0,-83.57512328,1,0
2.5,2.5,0,-89.5699586,1,0
2.5,3,0,-81.58480056,1,0
2.5,3.5,0,-87.05888722,1,0
2.5,4,0,-84.42085656,1,0
2.5,4.5,0,-85.90125657,1,0
2.5,5,0,-80.51825723,1,0
2.5,5.5,0,-77.49533501,1,0
2.5,6,0,-84.39789678,1,0
2.5,6.5,0,-82.53041542,1,0
2.5,7,0,-85.53429695,1,0
2.5,7.5,0,-82.50177936,1,0
2.5,8,0,-82.47127504,1,0
2.5,8.5,0,-83.66453636,1,0
2.5,9,0,-83.7381686,1,0
2.5,9.5,0,-85.14993479,1,0
2.5,10,0,-97.32770302,1,0
3,0,0,-93.70994434,1,0
3,0.5,0,-89.15855803,1,0
3,1,0,-86.2339798,1,0
3,1.5,0,-93.56545325,1,0
3,2,0,-89.23857457,1,0
3,2.5,0,-88.7015782,1,0
3,3,0,-79.24454927,1,0
3,3.5,0,-84.11463989,1,0
3,4,0,-84.03019391,1,0
3,4.5,0,-74.39046885,1,0
3,5,0,-76.52235256,1,0
3,5.5,0,-77.40548777,1,0
3,6,0,-74.49813564,1,0
3,6.5,0,-81.55249369,1,0
3,7,0,-78.9562807,1,0
3,7.5,0,-82.60001515,1,0
3,8,0,-82.82353674,1,0
3,8.5,0,-85.40125864,1,0
3,9,0,-85.22880395,1,0
3,9.5,0,-84.7787643,1,0
3,10,0,-88.49987806,1,0
3.5,0,0,-96.48930586,1,0
3.5,0.5,0,-90.13928086,1,0
3.5,1,0,-82.88386167,1,0
3.5,1.5,0,-83.7923381,1,0
3.5,2,0,-78.98634063,1,0
3.5,2.5,0,-86.18659781,1,0
3.5,3,0,-86.9042947,1,0
3.5,3.5,0,-83.09803553,1,0
3.5,4,0,-69.18035944,1,0
3.5,4.5,0,-69.48523707,1,0
3.5,5,0,-70.15181241,1,0
3.5,5.5,0,-75.87910932,1,0
3.5,6,0,-73.79828688,1,0
3.5,6.5,0,-79.38253772,1,0
3.5,7,0,-81.72070006,1,0
3.5,7.5,0,-84.62514529,1,0
3.5,8,0,-92.67714685,1,0
3.5,8.5,0,-83.09418248,1,0
3.5,9,0,-94.87672396,1,0
3.5,9.5,0,-100.6918362,1,0
3.5,10,0,-92.67727711,1,0
4,0,0,-84.26644316,1,0
4,0.5,0,-89.24016831,1,0
4,1,0,-82.15073547,1,0
4,1.5,0,-90.59294115,1,0
4,2,0,-84.68972479,1,0
4,2.5,0,-79.82674068,1,0
4,3,0,-71.95784109,1,0
4,3.5,0,-71.79116955,1,0
4,4,0,-72.63038081,1,0
4,4.5,0,-68.71927378,1,0
4,5,0,-74.12336285,1,0
4,5.5,0,-68.8112479,1,0
4,6,0,-74.39205741,1,0
4,6.5,0,-77.31558859,1,0
4,7,0,-81.98304179,1,0
4,7.5,0,-79.0927821,1,0
4,8,0,-84.67808376,1,1
4,8.5,0,-91.32739634,1,1
4,9,0,-92.92315811,1,1
4,9.5,0,-90.32633678,1,1
4,10,0,-96.28426405,1,1
4.5,0,0,-90.35416741,1,0
4.5,0.5,0,-86.16319217,1,0
4.5,1,0,-88.33759106,1,0
4.5,1.5,0,-86.1674789,1,0
4.5,2,0,-82.99657833,1,0
4.5,2.5,0,-88.60912499,1,0
4.5,3,0,-76.89836839,1,0
4.5,3.5,0,-78.54329131,1,0
4.5,4,0,-73.65194945,1,0
4.5,4.5,0,-66.2526761,1,0
4.5,5,0,-67.4752982,1,0
4.5,5.5,0,-71.81496492,1,0
4.5,6,0,-75.66099411,1,0
4.5,6.5,0,-79.46976935,1,0
4.5,7,0,-81.93560462,1,0
4.5,7.5,0,-81.02246586,1,0
4.5,8,0,-91.11826246,1,1
4.5,8.5,0,-93.01534569,1,1
4.5,9,0,-92.68221009,1,1
4.5,9.5,0,-93.79700423,1,1
4.5,10,0,-95.76882766,1,1
5,0,0,-88.00020369,1,0
5,0.5,0,-90.65920831,1,0
5,1,0,-81.95118805,1,0
5,1.5,0,-90.25349909,1,0
5,2,0,-85.7540494,1,0
5,2.5,0,-87.6752008,1,0
5,3,0,-79.74759014,1,0
5,3.5,0,-71.10944673,1,0
5,4,0,-76.69114162,1,0
5,4.5,0,-66.1294776,1,0
5,5,0,-75.21707665,1,0
5,5.5,0,-71.11669021,1,0
5,6,0,-73.41064664,1,0
5,6.5,0,-71.55459706,1,0
5,7,0,-77.15219491,1,0
5,7.5,0,-92.52775737,1,0
5,8,0,-93.3367504,1,1
5,8.5,0,-89.65741865,1,1
5,9,0,-90.18367813,1,1
5,9.5,0,-98.87410612,1,1
5,10,0,-88.86148412,1,1
5.5,0,0,-86.34270912,1,0
5.5,0.5,0,-79.20702411,1,0
5.5,1,0,-77.18807619,1,0
5.5,1.5,0,-90.22756447,1,0
5.5,2,0,-79.6363813,1,0
5.5,2.5,0,-79.17036135,1,0
5.5,3,0,-75.54353572,1,0
5.5,3.5,0,-76.43183386,1,0
5.5,4,0,-74.729716,1,0
5.5,4.5,0,-72.83310645,1,0
5.5,5,0,-66.85121247,1,0
5.5,5.5,0,-69.58273291,1,0
5.5,6,0,-77.79294195,1,0
5.5,6.5,0,-74.09810653,1,0
5.5,7,0,-79.98326322,1,0
5.5,7.5,0,-80.51111907,1,0
5.5,8,0,-89.70653728,1,1
5.5,8.5,0,-85.98565773,1,1
5.5,9,0,-90.36139345,1,1
5.5,9.5,0,-89.32172384,1,1
5.5,10,0,-95.17642066,1,1
6,0,0,-96.96834868,1,0
6,0.5,0,-86.45791866,1,0
6,1,0,-83.72671386,1,0
6,1.5,0,-87.35608805,1,0
6,2,0,-84.05655394,1,0
6,2.5,0,-78.49662401,1,0
6,3,0,-78.85728606,1,0
6,3.5,0,-74.18403913,1,0
6,4,0,-72.77594971,1,0
6,4.5,0,-71.28198528,1,0
6,5,0,-73.99519339,1,0
6,5.5,0,-73.31889186,1,0
6,6,0,-78.34032541,1,0
6,6.5,0,-77.54387217,1,0
6,7,0,-77.79451498,1,0
6,7.5,0,-87.86920556,1,0
6,8,0,-84.13052804,1,1
6,8.5,0,-80.88591148,1,1
6,9,0,-93.64137504,1,1
6,9.5,0,-89.7338362,1,1
6,10,0,-97.56778974,1,1
6.5,0,0,-93.04184671,1,0
6.5,0.5,0,-85.77382974,1,0
6.5,1,0,-86.08108787,1,0
6.5,1.5,0,-93.43962485,1,0
6.5,2,0,-85.62984542,1,0
6.5,2.5,0,-79.17828758,1,0
6.5,3,0,-79.8033342,1,0
6.5,3.5,0,-70.79187757,1,0
6.5,4,0,-76.12704814,1,0
6.5,4.5,0,-84.69681842,1,0
6.5,5,0,-77.73652452,1,0
6.5,5.5,0,-71.11766037,1,0
6.5,6,0,-81.82050557,1,0
6.5,6.5,0,-86.58144701,1,0
6.5,7,0,-77.08619696,1,0
6.5,7.5,0,-88.5251075,1,0
6.5,8,0,-78.50740465,1,0
6.5,8.5,0,-88.60429164,1,0
6.5,9,0,-85.47329636,1,0
6.5,9.5,0,-94.56089209,1,0
6.5,10,0,-101.9120749,1,0
7,0,0,-91.70979367,1,0
7,0.5,0,-89.53319935,1,0
7,1,0,-83.82730568,1,0
7,1.5,0,-88.99742184,1,0
7,2,0,-89.48078014,1,0
7,2.5,0,-81.19112729,1,0
7,3,0,-85.98809848,1,0
7,3.5,0,-80.17885975,1,0
7,4,0,-72.08572358,1,0
7,4.5,0,-77.28720836,1,0
7,5,0,-79.09353131,1,0
7,5.5,0,-86.11318747,1,0
7,6,0,-84.06326516,1,0
7,6.5,0,-75.92977528,1,0
7,7,0,-84.41047175,1,0
7,7.5,0,-84.55482131,1,0
7,8,0,-82.47193391,1,0
7,8.5,0,-82.75033859,1,0
7,9,0,-84.53414152,1,0
7,9.5,0,-90.67903535,1,0
7,10,0,-89.26725725,1,0
7.5,0,0,-90.12262596,1,0
7.5,0.5,0,-88.33136846,1,0
7.5,1,0,-81.72500786,1,0
7.5,1.5,0,-82.58494298,1,0
7.5,2,0,-89.23032289,1,0
7.5,2.5,0,-84.68775819,1,0
7.5,3,0,-78.68373502,1,0
7.5,3.5,0,-76.44008904,1,0
7.5,4,0,-77.722506,1,0
7.5,4.5,0,-79.63440965,1,0
7.5,5,0,-77.02019765,1,0
7.5,5.5,0,-77.71192746,1,0
7.5,6,0,-81.00265535,1,0
7.5,6.5,0,-79.55206373,1,0
7.5,7,0,-87.66559325,1,0
7.5,7.5,0,-83.27885056,1,0
7.5,8,0,-94.27796272,1,0
7.5,8.5,0,-83.37986188,1,0
7.5,9,0,-99.66510998,1,0
7.5,9.5,0,-87.43044308,1,0
7.5,10,0,-93.18812733,1,0
8,0,0,-96.50093897,1,1
8,0.5,0,-99.58975107,1,1
8,1,0,-87.03144572,1,1
8,1.5,0,-96.05563687,1,1
8,2,0,-89.05337114,1,1
8,2.5,0,-87.5879856,1,0
8,3,0,-87.52187204,1,0
8,3.5,0,-85.23916313,1,0
8,4,0,-83.03118359,1,0
8,4.5,0,-82.41404216,1,0
8,5,0,-84.24037032,1,0
8,5.5,0,-85.83566469,1,0
8,6,0,-85.11099011,1,0
8,6.5,0,-92.77891495,1,0
8,7,0,-79.5140589,1,0
8,7.5,0,-81.22164324,1,0
8,8,0,-89.40752036,1,0
8,8.5,0,-86.55597602,1,0
8,9,0,-91.5119551,1,0
8,9.5,0,-95.65774415,1,0
8,10,0,-88.00564567,1,0
8.5,0,0,-91.40312151,1,1
8.5,0.5,0,-95.28062715,1,1
8.5,1,0,-97.61587061,1,1
8.5,1.5,0,-96.06279398,1,1
8.5,2,0,-92.08589477,1,1
8.5,2.5,0,-94.0376315,1,0
8.5,3,0,-89.54940328,1,0
8.5,3.5,0,-83.70868897,1,0
8.5,4,0,-90.21873527,1,0
8.5,4.5,0,-83.80867039,1,0
8.5,5,0,-80.87916483,1,0
8.5,5.5,0,-76.44092176,1,0
8.5,6,0,-79.90947881,1,0
8.5,6.5,0,-82.5708677,1,0
8.5,7,0,-92.78234574,1,0
8.5,7.5,0,-94.14166138,1,0
8.5,8,0,-85.83525172,1,0
8.5,8.5,0,-95.9629117,1,0
8.5,9,0,-86.19052563,1,0
8.5,9.5,0,-88.59834899,1,0
8.5,10,0,-91.55538404,1,0
9,0,0,-99.69161073,1,1
9,0.5,0,-98.07030658,1,1
9,1,0,-103.0042111,1,1
9,1.5,0,-91.2992007,1,1
9,2,0,-90.79674678,1,1
9,2.5,0,-84.02380474,1,0
9,3,0,-85.69453422,1,0
9,3.5,0,-94.16214902,1,0
9,4,0,-90.79190287,1,0
9,4.5,0,-94.07258522,1,0
9,5,0,-81.05098855,1,0
9,5.5,0,-88.55826876,1,0
9,6,0,-80.74761972,1,0
9,6.5,0,-82.21173272,1,0
9,7,0,-90.20711507,1,0
9,7.5,0,-88.0948366,1,0
9,8,0,-90.20212619,1,0
9,8.5,0,-91.75716227,1,0
9,9,0,-89.19663734,1,0
9,9.5,0,-87.75229307,1,0
9,10,0,-93.77527181,1,0
9.5,0,0,-96.1844974,1,1
9.5,0.5,0,-100.0729197,1,1
9.5,1,0,-107.8003626,1,1
9.5,1.5,0,-88.69551157,1,1
9.5,2,0,-97.96923955,1,1
9.5,2.5,0,-87.49385971,1,0
9.5,3,0,-93.34352723,1,0
9.5,3.5,0,-81.92951934,1,0
9.5,4,0,-84.48843816,1,0
9.5,4.5,0,-81.46910196,1,0
9.5,5,0,-85.03539215,1,0
9.5,5.5,0,-88.16116773,1,0
9.5,6,0,-86.68170349,1,0
9.5,6.5,0,-92.57497153,1,0
9.5,7,0,-91.77154667,1,0
9.5,7.5,0,-87.53553625,1,0
9.5,8,0,-89.9957014,1,0
9.5,8.5,0,-97.05041629,1,0
9.5,9,0,-95.99479297,1,0
9.5,9.5,0,-83.19652285,1,0
9.5,10,0,-88.01022315,1,0
10,0,0,-95.20140169,1,1
10,0.5,0,-99.86448084,1,1
10,1,0,-89.74221641,1,1
10,1.5,0,-101.0686882,1,1
10,2,0,-96.98070835,1,1
10,2.5,0,-88.71880845,1,0
10,3,0,-94.15137254,1,0
10,3.5,0,-93.42765664,1,0
10,4,0,-94.21530592,1,0
10,4.5,0,-97.20619098,1,0
10,5,0,-89.13744213,1,0
10,5.5,0,-88.17568126,1,0
10,6,0,-90.8860469,1,0
10,6.5,0,-95.46097102,1,0
10,7,0,-92.35500478,1,0
10,7.5,0,-85.37594727,1,0
10,8,0,-81.26251069,1,0
10,8.5,0,-90.27919039,1,0
10,9,0,-92.45799591,1,0
10,9.5,0,-91.34037807,1,0
10,10,0,-90.63655261,1,0
0,0,0.5,-99.40127983,1,0
0,0.5,0.5,-99.34700437,1,0
0,1,0.5,-100.0930799,1,0
0,1.5,0.5,-91.95658284,1,0
0,2,0.5,-91.92468991,1,0
0,2.5,0.5,-92.1298802,1,0
0,3,0.5,-97.62644776,1,0
0,3.5,0.5,-91.15829584,1,0
0,4,0.5,-95.91498097,1,0
0,4.5,0.5,-82.31725829,1,0
0,5,0.5,-95.59558441,1,0
0,5.5,0.5,-88.34357998,1,0
0,6,0.5,-86.17172492,1,0
0,6.5,0.5,-85.33173223,1,0
0,7,0.5,-92.58486781,1,0
0,7.5,0.5,-82.74690045,1,0
0,8,0.5,-87.2656888,1,0
0,8.5,0.5,-86.51557876,1,0
0,9,0.5,-87.95231504,1,0
0,9.5,0.5,-87.7018928,1,0
0,10,0.5,-90.92676155,1,0
0.5,0,0.5,-100.8729659,1,0
0.5,0.5,0.5,-96.93896372,1,0
0.5,1,0.5,-95.56911722,1,0
0.5,1.5,0.5,-96.00772976,1,0
0.5,2,0.5,-84.31639748,1,0
0.5,2.5,0.5,-90.06994086,1,0
0.5,3,0.5,-92.17891003,1,0
0.5,3.5,0.5,-84.8428003,1,0
0.5,4,0.5,-85.78758385,1,0
0.5,4.5,0.5,-86.99102544,1,0
0.5,5,0.5,-82.72681401,1,0
0.5,5.5,0.5,-95.31430557,1,0
0.5,6,0.5,-88.95317166,1,0
0.5,6.5,0.5,-87.5868619,1,0
0.5,7,0.5,-85.73624047,1,0
0.5,7.5,0.5,-90.25050922,1,0
0.5,8,0.5,-89.1118945,1,0
0.5,8.5,0.5,-87.01379147,1,0
0.5,9,0.5,-89.10910108,1,0
0.5,9.5,0.5,-92.92723657,1,0
0.5,10,0.5,-90.76003908,1,0
1,0,0.5,-92.78133408,1,0
1,0.5,0.5,-96.84155377,1,0
1,1,0.5,-93.64523658,1,0
1,1.5,0.5,-92.99580886,1,0
1,2,0.5,-97.71212472,1,0
1,2.5,0.5,-87.26471591,1,0
1,3,0.5,-95.66501989,1,0
1,3.5,0.5,-87.62055222,1,0
1,4,0.5,-91.85539042,1,0
1,4.5,0.5,-88.3163157,1,0
1,5,0.5,-86.97433552,1,0
1,5.5,0.5,-93.91645448,1,0
1,6,0.5,-91.17635174,1,0
1,6.5,0.5,-87.48120833,1,0
1,7,0.5,-86.69247666,1,0
1,7.5,0.5,-78.55967822,1,0
1,8,0.5,-84.99819513,1,0
1,8.5,0.5,-84.80406187,1,0
1,9,0.5,-87.59560615,1,0
1,9.5,0.5,-94.38457804,1,0
1,10,0.5,-93.07225872,1,0
1.5,0,0.5,-91.51151578,1,0
1.5,0.5,0.5,-95.51425772,1,0
1.5,1,0.5,-97.80814472,1,0
1.5,1.5,0.5,-98.32412092,1,0
1.5,2,0.5,-89.40059519,1,0
1.5,2.5,0.5,-87.04268722,1,0
1.5,3,0.5,-89.76850445,1,0
1.5,3.5,0.5,-80.66344601,1,0
1.5,4,0.5,-86.21680525,1,0
1.5,4.5,0.5,-83.44867874,1,0
1.5,5,0.5,-82.3777208,1,0
1.5,5.5,0.5,-82.3760112,1,0
1.5,6,0.5,-91.17204675,1,0
1.5,6.5,0.5,-80.61206154,1,0
1.5,7,0.5,-90.73505678,1,0
1.5,7.5,0.5,-80.36800968,1,0
1.5,8,0.5,-91.04969275,1,0
1.5,8.5,0.5,-91.94746744,1,0
1.5,9,0.5,-85.26516825,1,0
1.5,9.5,0.5,-86.3056841,1,0
1.5,10,0.5,-88.25745795,1,0
2,0,0.5,-89.32014719,1,0
2,0.5,0.5,-91.67897438,1,0
2,1,0.5,-96.06444554,1,0
2,1.5,0.5,-94.74420066,1,0
2,2,0.5,-89.70975835,1,0
2,2.5,0.5,-82.08545367,1,0
2,3,0.5,-89.06847208,1,0
2,3.5,0.5,-84.23501475,1,0
2,4,0.5,-86.41517344,1,0
2,4.5,0.5,-85.54411214,1,0
2,5,0.5,-80.44042834,1,0
2,5.5,0.5,-90.14814898,1,0
2,6,0.5,-83.96914375,1,0
2,6.5,0.5,-91.20994495,1,0
2,7,0.5,-83.87666123,1,0
2,7.5,0.5,-78.8215251,1,0
2,8,0.5,-88.84233935,1,0
2,8.5,0.5,-85.6625164,1,0
2,9,0.5,-87.33422316,1,0
2,9.5,0.5,-86.58125199,1,0
2,10,0.5,-100.516277,1,0
2.5,0,0.5,-95.09656734,1,0
2.5,0.5,0.5,-90.15437955,1,0
2.5,1,0.5,-93.12414518,1,0
2.5,1.5,0.5,-85.07808364,1,0
2.5,2,0.5,-78.34955448,1,0
2.5,2.5,0.5,-86.48774859,1,0
2.5,3,0.5,-83.8940822,1,0
2.5,3.5,0.5,-77.96585087,1,0
2.5,4,0.5,-80.00553665,1,0
2.5,4.5,0.5,-79.71083424,1,0
2.5,5,0.5,-79.82844611,1,0
2.5,5.5,0.5,-81.26055689,1,0
2.5,6,0.5,-82.9618994,1,0
2.5,6.5,0.5,-82.74290415,1,0
2.5,7,0.5,-84.24276488,1,0
2.5,7.5,0.5,-80.79072231,1,0
2.5,8,0.5,-83.55096288,1,0
2.5,8.5,0.5,-89.92801469,1,0
2.5,9,0.5,-90.53388317,1,0
2.5,9.5,0.5,-89.86881792,1,0
2.5,10,0.5,-87.98419936,1,0
3,0,0.5,-82.53332863,1,0
3,0.5,0.5,-89.02055993,1,0
3,1,0.5,-87.4291875,1,0
3,1.5,0.5,-86.49107803,1,0
3,2,0.5,-83.250642,1,0
3,2.5,0.5,-82.31694175,1,0
3,3,0.5,-72.74489455,1,0
3,3.5,0.5,-77.30189403,1,0
3,4,0.5,-79.62761077,1,0
3,4.5,0.5,-78.69631616,1,0
3,5,0.5,-74.50662093,1,0
3,5.5,0.5,-73.97567982,1,0
3,6,0.5,-73.55292295,1,0
3,6.5,0.5,-88.3497428,1,0
3,7,0.5,-89.76490121,1,0
3,7.5,0.5,-85.53226852,1,0
3,8,0.5,-93.20016742,1,0
3,8.5,0.5,-85.76432411,1,0
3,9,0.5,-84.77796069,1,0
3,9.5,0.5,-86.47085103,1,0
3,10,0.5,-88.77377179,1,0
3.5,0,0.5,-89.04522328,1,0
3.5,0.5,0.5,-97.80454568,1,0
3.5,1,0.5,-85.63408744,1,0
3.5,1.5,0.5,-88.62031381,1,0
3.5,2,0.5,-81.16241748,1,0
3.5,2.5,0.5,-81.91608373,1,0
3.5,3,0.5,-84.04933074,1,0
3.5,3.5,0.5,-75.72945539,1,0
3.5,4,0.5,-75.46565523,1,0
3.5,4.5,0.5,-79.63484451,1,0
3.5,5,0.5,-73.73263939,1,0
3.5,5.5,0.5,-79.49698825,1,0
3.5,6,0.5,-73.1248526,1,0
3.5,6.5,0.5,-81.43322787,1,0
3.5,7,0.5,-79.04778805,1,0
3.5,7.5,0.5,-89.75711484,1,0
3.5,8,0.5,-87.03189949,1,0
3.5,8.5,0.5,-86.01495868,1,0
3.5,9,0.5,-89.99971379,1,0
3.5,9.5,0.5,-92.88486104,1,0
3.5,10,0.5,-94.1585738,1,0
4,0,0.5,-93.64006167,1,0
4,0.5,0.5,-89.09644106,1,0
4,1,0.5,-92.59350049,1,0
4,1.5,0.5,-80.51611904,1,0
4,2,0.5,-88.34368951,1,0
4,2.5,0.5,-89.76660257,1,0
4,3,0.5,-69.61136144,1,0
4,3.5,0.5,-76.72457163,1,0
4,4,0.5,-79.17719808,1,0
4,4.5,0.5,-67.91781238,1,0
4,5,0.5,-68.96863593,1,0
4,5.5,0.5,-68.98305975,1,0
4,6,0.5,-69.61667284,1,0
4,6.5,0.5,-85.29960898,1,0
4,7,0.5,-75.27916459,1,0
4,7.5,0.5,-87.12136242,1,0
4,8,0.5,-90.44902177,1,1
4,8.5,0.5,-89.35674702,1,1
4,9,0.5,-92.87601529,1,1
4,9.5,0.5,-94.07009534,1,1
4,10,0.5,-86.83429102,1,1
4.5,0,0.5,-80.65201001,1,0
4.5,0.5,0.5,-86.11101911,1,0
4.5,1,0.5,-88.20995629,1,0
4.5,1.5,0.5,-78.99604265,1,0
4.5,2,0.5,-80.36409241,1,0
4.5,2.5,0.5,-88.68224962,1,0
4.5,3,0.5,-80.43182346,1,0
4.5,3.5,0.5,-74.901738,1,0
4.5,4,0.5,-68.4843663,1,0
4.5,4.5,0.5,-77.89151477,1,0
4.5,5,0.5,-67.71030245,1,0
4.5,5.5,0.5,-70.65022213,1,0
4.5,6,0.5,-74.97129324,1,0
4.5,6.5,0.5,-73.46815767,1,0
4.5,7,0.5,-83.42364899,1,0
4.5,7.5,0.5,-83.39511344,1,0
4.5,8,0.5,-82.37118878,1,1
4.5,8.5,0.5,-89.92412194,1,0
4.5,9,0.5,-94.09650271,1,0
4.5,9.5,0.5,-86.97621088,1,0
4.5,10,0.5,-84.3239151,1,1
5,0,0.5,-82.45693324,1,0
5,0.5,0.5,-85.99863522,1,0
5,1,0.5,-89.257112,1,0
5,1.5,0.5,-81.569921,1,0
5,2,0.5,-90.06520567,1,0
5,2.5,0.5,-79.25418197,1,0
5,3,0.5,-82.17780765,1,0
5,3.5,0.5,-69.27323526,1,0
5,4,0.5,-72.79816551,1,0
5,4.5,0.5,-63.64473585,1,0
5,5,0.5,-68.33048546,1,0
5,5.5,0.5,-73.66169089,1,0
5,6,0.5,-72.80373102,1,0
5,6.5,0.5,-79.82838721,1,0
5,7,0.5,-78.3677999,1,0
5,7.5,0.5,-86.49777628,1,0
5,8,0.5,-84.91957387,1,1
5,8.5,0.5,-89.02450483,1,0
5,9,0.5,-91.86521016,1,0
5,9.5,0.5,-99.24210172,1,0
5,10,0.5,-94.5269431,1,1
5.5,0,0.5,-81.82444089,1,0
5.5,0.5,0.5,-89.76372028,1,0
5.5,1,0.5,-89.58082431,1,0
5.5,1.5,0.5,-86.170099,1,0
5.5,2,0.5,-88.88168322,1,0
5.5,2.5,0.5,-78.43546753,1,0
5.5,3,0.5,-82.67957436,1,0
5.5,3.5,0.5,-72.06897672,1,0
5.5,4,0.5,-70.62468965,1,0
5.5,4.5,0.5,-73.05427453,1,0
5.5,5,0.5,-74.81465288,1,0
5.5,5.5,0.5,-67.36226706,1,0
5.5,6,0.5,-73.3952559,1,0
5.5,6.5,0.5,-74.80023501,1,0
5.5,7,0.5,-83.30384313,1,0
5.5,7.5,0.5,-79.55674438,1,0
5.5,8,0.5,-91.65125668,1,1
5.5,8.5,0.5,-89.00190169,1,0
5.5,9,0.5,-93.7236307,1,0
5.5,9.5,0.5,-95.05604841,1,0
5.5,10,0.5,-91.35575452,1,1
6,0,0.5,-87.78597704,1,0
6,0.5,0.5,-82.85084739,1,0
6,1,0.5,-83.2489056,1,0
6,1.5,0.5,-83.84308756,1,0
6,2,0.5,-83.93578567,1,0
6,2.5,0.5,-88.50352556,1,0
6,3,0.5,-77.16768569,1,0
6,3.5,0.5,-84.50497611,1,0
6,4,0.5,-69.46622451,1,0
6,4.5,0.5,-65.65695807,1,0
6,5,0.5,-69.34783653,1,0
6,5.5,0.5,-65.86855601,1,0
6,6,0.5,-71.05343969,1,0
6,6.5,0.5,-75.23859534,1,0
6,7,0.5,-73.82522781,1,0
6,7.5,0.5,-77.20920814,1,0
6,8,0.5,-92.41540987,1,1
6,8.5,0.5,-89.14103743,1,1
